ID;ChEMBL ID;SMILES;Standard Type S1R Receptor;Relation S1R Receptor; S1R Binding Affinity (nM);Standard Type S2R Receptor;Relation S2R Receptor;S2R Binding Affinity (nM);Relation Ratio  S1R/S2R;Ratio  S1R/S2R;Log Ratio  S1R/S2R; S1R Binding Affinity [-log( S1R Binding Affinity (M))];S2R Binding Affinity [-log(S2R Binding Affinity (M))];LogP;pKaH;LogD[pH=7.4];Topological Polar Surface Area;Molecular Weight;Hydrogen Bond Donor Count;Hydrogen Bond Acceptor Count;Atom Count;Description S1R Binding Procedure;Description S2R Binding Procedure;Formulation;SMILES (Formulation);Binding Affinity Assessments for S1R and S2R Receptors;Stereochemistry;Notes;Lipinski;logP-CNS MPO;logD-CNS MPO;HBD-CNS MPO;PSA-CNS MPO;MW-CNS MPO;pKa-CNS MPO;CNS MPO score;Reference;Reference Article Compound Key and/or Preferred Name;Journal;year;volume;issue;first;last;Authors;title;Standard Type Sigma-1 Receptor_1;Relation Sigma-1 Receptor_2;Sigma-1 Binding Affinity (nM)_3;Standard Type Sigma-2 Receptor_4;Relation Sigma-2 Receptor_5;Sigma-2 Binding Affinity (nM)_6;Relation Ratio Sigma-1/Sigma-2_7;Ratio Sigma-1/Sigma-2_8;Reference_9;Reference Article Compound Key or Preferred Name;Other References;Other Reference Article Compound Key or Preferred Name;Description Sigma-1 Binding Procedure_10;Description Sigma-2 Binding Procedure_11;Formulation_12;Smile (Formulation);Other Reference Article Compound Key and/or Preferred Name
S2RSLDB368;;CCC1=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=CC=C2)C=C(C=C1)C(C)C;Ki;=;248;Ki;=;59;=;4203389831;623599669;7605548319;8229147988;675;802;604;4157;4205869;1;3;67;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates incubated with [3H](+)-pentazocine;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates incubated with [3H]DTG in the presence of 0.1 μM (+)-pentazocine;Maleate;OC(=O)\C=C/C(O)=O.[H][C@]1(C[C@@H]2CCC[C@H](C1)N2CC1=CC=CC=C1)OC(=O)NC1=C(CC)C=CC(=C1)C(C)C;Single assessment;;;1;0;0;75;1;3970655;99;31370655;Med Chem Res 2001, 10, 339-355;4p;Medicinal Chemistry Research;2001;10;;339;355;"Mach, R.H.; Yang, B.; Wu, L.; Kuhner, R.J.; Whirrett, B.R.; West, T.";Synthesis and sigma receptor binding affinities of 8-?azabicyclo[3.2.1]?octan-?3α-?yl and 9-?azabicyclo[3.3.1]?nonan-?3α-?yl phenylcarbamates;;;;;;;;;;;;;;;;;
S2RSLDB369;;[O-][N+](=O)C1=CC=C(C=C1)C(=O)C1=CC=C(CN(CCCN2CCN(CC2)C2=CC=C(F)C=C2)CC#C)C=C1;Ki;=;290;Ki;=;6943;=;4176868789;620850833;6537602002;7158452835;55;838;447;6993;5145905;0;6;69;Binding affinity for sigma-1 receptor measured on rat liver membranes homogenates incubated with 10 nM [3H]-(+)-pentazocine (34.8 Ci/mmol);Sigma-2 receptor affinity has been evaluated in RT-4 cell membranes (15 μg protein per reaction) incubated with 10 nM [3H]DTG (58.1 Ci/mmol) in the presence of 100 nM of (+)-Pentazocine in 50 mM Tris-HCl;Free base;[O-][N+](=O)C1=CC=C(C=C1)C(=O)C1=CC=C(CN(CCCN2CCN(CC2)C2=CC=C(F)C=C2)CC#C)C=C1;Single assessment;;;2;0;0;1;1;0;81;281;Chembiochem 2012, 13, 2277-89;10;Chembiochem : a European journal of chemical biology;2012;13;15;2277;2289;"Guo, L. W.; Hajipour, A. R.; Karaoglu, K.; Mavlyutov, T. A.; Ruoho, A. E.,";Development of benzophenone-alkyne bifunctional sigma receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB370;CHEMBL64115;CC1=CC2=C(C=C1)C1(CCN(CCCCC3=CN(C4=C3C=CC=C4)C3=CC=C(F)C=C3)CC1)OC2;IC50;=;95;IC50;=;23;=;4130434783;615995769;8022276395;8638272164;627;961;407;174;4686049;0;2;68;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl;Oxalate;OC(=O)C(O)=O.CC1=CC2=C(C=C1)C1(CCN(CCCCC3=CN(C4=C3C=CC=C4)C3=CC=C(F)C=C3)CC1)OC2;Single assessment;;;1;0;0;1;0;1569755;195;13519755;J Med Chem 1995, 38, 2009-17;2f;Journal of medicinal chemistry;1995;38;11;2009;2017;"Moltzen, E. K.; Perregaard, J.; Meier, E.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 2. Spiro-joined benzofuran, isobenzofuran, and benzopyran piperidines.;;;;;;;;;;;;;;;;;
S2RSLDB371;;COC1=CC2=C(CN(CC3CCN(CC3)C(=O)C3=CC=CC4=C3C=CC=C4)CC2)C=C1OC;Ki;=;475;Ki;=;115;=;4130434783;615995769;632330639;693930216;42;855;302;4201;4445653;0;4;65;Binding affinity for sigma-1 receptor measured on male Sprague Dawley rat brain membranes homogenates (≈750 μg of total proteins per tube) incubated with 2 nM [3H]-(+)-pentazocine (31.6 and 38.3 Ci/mmol) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on male Sprague Dawley rat brain membranes homogenates (≈750 μg of total proteins per tube) incubated with 10 nM [3H]DTG (35.2 Ci/mM) in the presence of 500 nM (+)-pentazocine in 50 mM Tris-HCl;Free base;COC1=CC2=C(CN(CC3CCN(CC3)C(=O)C3=CC=CC4=C3C=CC=C4)CC2)C=C1OC;Single assessment;;;0;4;49;1;1;2771735;725;38921735;Org Biomol Chem 2014, 12, 783-94;28;Organic & biomolecular chemistry;2014;12;5;783;794;"Ashford, M. E.; Nguyen, V. H.; Greguric, I.; Pham, T. Q.; Keller, P. A.; Katsifis, A.,";Synthesis and in vitro evaluation of tetrahydroisoquinolines with pendent aromatics as sigma-2 (sigma2) selective ligands.;;;;;;;;;;;;;;;;;
S2RSLDB372;CHEMBL1927702;[O-][N+](=O)C1=CC=C2CCN(CCCCN3C(=O)C4=C(C=CC=C4)C3=O)CC2=C1;Ki;=;875;Ki;=;2126;=;4115710254;614444793;7057991947;767243674;322;771;273;8376;3794091;0;5;49;Binding affinity for sigma-1 receptor measured on rat liver membranes homogenates incubated with 10 nM [3H]-(+)-pentazocine (34.8 Ci/mM) in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates (≈50 μg of total proteins per reaction) incubated with 10 nM [3H]DTG (58.1 Ci/mM) in the presence of 100 nM (+)-pentazocine in 50 mM Tris-HCl;Free base;[O-][N+](=O)C1=CC=C2CCN(CCCCN3C(=O)C4=C(C=CC=C4)C3=O)CC2=C1;Single assessment;;;0;89;635;1;1;6029545;1;51279545;Bioorg Med Chem 2011, 19, 7435-40;3b;Bioorganic & medicinal chemistry;2011;19;24;7435;7440;"Hajipour, A. R.; Guo, L. W.; Pal, A.; Mavlyutov, T.; Ruoho, A. E.,";Electron-donating para-methoxy converts a benzamide-isoquinoline derivative into a highly Sigma-2 receptor selective ligand.;;;;;;;;;;;;;;;;;
S2RSLDB373;CHEMBL2432045;[H]N(CC1=CC=CC=C1)C1C2C3CC4C5CC(C2C35)C14;Ki;=;78;Ki;=;19;=;4105263158;613341002;7107905397;7721246399;259;1037;-19;1203;251366;1;1;40;Binding affinity for sigma-1 receptor measured on rat brain homogenates incubated with [3H]-(+)-Pentazocine;Displacement of [3H]-DTG from sigma-2 receptor in rat PC12 cells;HCl salt;Cl.[H]N(CC1=CC=CC=C1)C1C2C3CC4C5CC(C2C35)C14;Single assessment;;;0;1;1;75;0;1;0;375;Bioorg Med Chem 2013, 21, 6038-52;9a;Bioorganic & medicinal chemistry;2013;21;19;6038;6052;"Banister, S. D.; Manoli, M.; Barron, M. L.; Werry, E. L.; Kassiou, M.,";N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as sigma receptor ligands with potential neuroprotective effects.;;;;;;;;;;;;;;;;;
S2RSLDB374;CHEMBL64305;C(CCN1CCC2(CC1)OCC1=CC=CC=C21)CCC1=CC=CC=C1;IC50;=;82;IC50;=;2;=;41;612783857;9086186148;9698970004;49;949;282;1247;3354825;0;2;54;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl;Oxalate;OC(=O)C(O)=O.C(CCN1CCC2(CC1)OCC1=CC=CC=C21)CCC1=CC=CC=C1;Single assessment;;;0;5;59;1;0;8225875;255;27175875;J Med Chem 1995, 38, 2009-17;1j;Journal of medicinal chemistry;1995;38;11;2009;2017;"Moltzen, E. K.; Perregaard, J.; Meier, E.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 2. Spiro-joined benzofuran, isobenzofuran, and benzopyran piperidines.;;;;;;;;;;;;;;;;;
S2RSLDB375;;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O;Ki;=;678;Ki;=;167;=;405988024;608513223;7168770306;7777283529;433;802;362;9394;4254776;1;6;58;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates incubated with [3H](+)-pentazocine;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates incubated with [3H]DTG in the presence of 0.1 μM (+)-pentazocine;Free base;[H][C@]1(C[C@@H]2CCC[C@H](C1)N2CC1=CC=CC=C1)OC(=O)NC1=C(OC)C=CC(=C1)[N+]([O-])=O;Single assessment;;;0;335;19;75;871798;372612;99;350941;Med Chem Res 2001, 10, 339-355;4j;Medicinal Chemistry Research;2001;10;;339;355;"Mach, R.H.; Yang, B.; Wu, L.; Kuhner, R.J.; Whirrett, B.R.; West, T.";Synthesis and sigma receptor binding affinities of 8-?azabicyclo[3.2.1]?octan-?3α-?yl and 9-?azabicyclo[3.3.1]?nonan-?3α-?yl phenylcarbamates;;;;;;;;;;;;;;;;;
S2RSLDB376;CHEMBL1831164;FC1=CC=C(C=C1)C1=CN(CCCCN2CCN(CC2)C2CCCCC2)C2=CC=CC=C12;Ki;=;9087;Ki;=;2255;=;4029711752;605273982;7041579472;7646853454;633;947;427;1141;4336039;0;2;68;Displacement of 5 nM [3H](+)-pentazocine from rat brain (400-500 μg) sigma-1 receptor;Displacement of 3 nM [3H]-DTG in the presence of 300 nM (+)-pentazocine from rat brain (400-500 μg) sigma-2 receptor;Dioxalate;OC(=O)C(O)=O.OC(=O)C(O)=O.FC1=CC=C(C=C1)C1=CN(CCCCN2CCN(CC2)C2CCCCC2)C2=CC=CC=C12;Single assessment;;;1;0;0;1;0;3319805;265;15969805;Eur J Med Chem 2011, 46, 5154-61;9d;European journal of medicinal chemistry;2011;46;10;5154;5161;"Mesangeau, C.; Amata, E.; Alsharif, W.; Seminerio, M. J.; Robson, M. J.; Matsumoto, R. R.; Poupaert, J. H.; McCurdy, C. R.,";Synthesis and pharmacological evaluation of indole-based sigma receptor ligands.;;;;;;;;;;;;;;;;;US2014-0328755 CM-349 WO2009026227 US 2010/0329978
S2RSLDB377;;CC(=O)C1=CC=C2N(CCCCN3CCN(CC3)C3=CC=C(F)C=C3)C(=O)COC2=C1;Ki;=;255;Ki;=;634;=;4022082019;604450923;759345982;8197910742;265;799;196;5309;4254958;0;5;59;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;;;Single assessment;;;0;1;1;1;1;372521;1;5372521;US2014-0328755;CM-627;U.S. Pat. Appl. Publ.;2014;;;;;"McCurdy, Christopher R.; Mesangeau, Christophe; Chin, Frederick T.; James, Michelle L.; Shen, Bin; Gambhir, Sanjiv; Biswal, Sandip; Behera, Deepak.";Highly selective sigma receptor ligands and radioligands as probes in nociceptive processing and the pathphysiological study of memory deficits and cognitive disorders;;;;;;;;;;;;;;;;;US 2010/0329978 CM-627
S2RSLDB378;CHEMBL141381;CN1CCC2(CC1\C(=C/C1=CC=C(Cl)C=C1)C(=O)C2)C1=CC(O)=CC=C1;Ki;=;381;Ki;=;95;=;4010526316;60320137;7419075024;8022276395;44;797;388;4054;367869;1;3;48;Sigma-1 binding assays were performed on male Hartley guinea pig brain membranes incubating with [3H]-(+)-pentazocine;The sigma-2 binding assays were carried out in Male Sprague-Dawley rat liver membranes incubated with [3H]DTG in the presence of 100 nM (+) dextrallorphan;Perchlorate;O[Cl](=O)(=O)=O.CN1CCC2(CC1\C(=C/C1=CC=C(Cl)C=C1)C(=O)C2)C1=CC(O)=CC=C1;Single assessment;;;0;3;6;75;1;660655;1;3770655;J Med Chem 1995, 38, 4776-85;5;Journal of medicinal chemistry;1995;38;24;4776;4785;"Bertha, C. M.; Vilner, B. J.; Mattson, M. V.; Bowen, W. D.; Becketts, K.; Xu, H.; Rothman, R. B.; Flippen-Anderson, J. L.; Rice, K. C.,";(E)-8-benzylidene derivatives of 2-methyl-5-(3-hydroxyphenyl)morphans: highly selective ligands for the sigma 2 receptor subtype.;;;;;;;;;;;;;;;;;
S2RSLDB379;CHEMBL246662;COC1=C(OC)C(=CC(Br)=C1)C(=O)NCCCCN1CCC2=CC3=C(OCO3)C=C2C1;Ki;=;822;Ki;=;207;=;3971014493;598901472;7085128182;7684029655;348;804;276;6926;491375;1;6;58;Binding affinity for sigma-1 receptor measured on male guinea pig brains homogenates (250 μg protein) incubated with 1 nM [3H]-(+)-pentazocine in 50 mM Tris-HCl;Binding affinity for sigma-2 receptor measured on male guinea pig brains homogenates (250 μg protein) incubated with 3 nM [3H]DTG in the presence of 200 nM (+)-pentazocine;Free base;COC1=C(OC)C(=CC(Br)=C1)C(=O)NCCCCN1CCC2=CC3=C(OCO3)C=C2C1;Single assessment;;;0;76;62;75;1;43125;98;4153125;Bioorg Med Chem Lett 2007, 17, 2594-7;2;Bioorganic & medicinal chemistry letters;2007;17;9;2594;2597;"Xu, R.; Lever, J. R.; Lever, S. Z.,";Synthesis and in vitro evaluation of tetrahydroisoquinolinyl benzamides as ligands for sigma receptors.;;;;;;;;;;;;;;;;;
S2RSLDB380;;[H]C1(CC2CCC(C1)N2CC1=CC=CC=C1)OC(=O)NC1=CC=C(C=C1OC)[N+]([O-])=O;Ki;=;79;Ki;=;2;=;395;596597096;8102372909;8698970004;389;94;19;9394;411451;1;6;55;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates incubated with [3H](+)-pentazocine;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates incubated with [3H]DTG in the presence of 0.1 μM (+)-pentazocine;Free base;[H][C@]1(C[C@@H]2CC[C@H](C1)N2CC1=CC=CC=C1)OC(=O)NC1=CC=C(C=C1OC)[N+]([O-])=O;Single assessment;;;0;555;1;75;871798;442745;3;3919543;Med Chem Res 2001, 10, 339-355;3k;Medicinal Chemistry Research;2001;10;;339;355;"Mach, R.H.; Yang, B.; Wu, L.; Kuhner, R.J.; Whirrett, B.R.; West, T.";Synthesis and sigma receptor binding affinities of 8-?azabicyclo[3.2.1]?octan-?3α-?yl and 9-?azabicyclo[3.3.1]?nonan-?3α-?yl phenylcarbamates;;;;;;;;;;;;;;;;;
S2RSLDB381;;CC(=O)C1=CC=C2OC(=O)N(CCCCN3CCN(CC3)C3CCCCC3)C2=C1;Ki;=;4082;Ki;=;1041;=;3921229587;593422271;7389127;798254927;3;94;101;5309;3995264;0;5;62;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;;;Single assessment;;;0;1;1;1;1;502368;3;4802368;US2014-0328755;CM-184;U.S. Pat. Appl. Publ.;2014;;;;;"McCurdy, Christopher R.; Mesangeau, Christophe; Chin, Frederick T.; James, Michelle L.; Shen, Bin; Gambhir, Sanjiv; Biswal, Sandip; Behera, Deepak.";Highly selective sigma receptor ligands and radioligands as probes in nociceptive processing and the pathphysiological study of memory deficits and cognitive disorders;;;;;;;;;;;;;;;;;WO2009026227 CM-184 US 2010/0329978
S2RSLDB382;CHEMBL3235465;CC(=O)C1=CC=C2N(CCCCN3CCN(CC3)C3=CC=C(F)C=C3)C(=O)OC2=C1;Ki;=;27;Ki;=;689;=;3918722787;593144542;7568636236;8161780778;323;828;23;5309;4114692;0;5;56;Affinities of the ligands for sigma-1 sites were determined in rat brain tissues using [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain tissues using [3H]DTG in the presence of dextrallorphan;HCl salt;Cl.CC(=O)C1=CC=C2N(CCCCN3CCN(CC3)C3=CC=C(F)C=C3)C(=O)OC2=C1;Multiple assessments;;;0;885;85;1;1;442654;86;5037654;AAPS J 2011, 13, 336-46;SN-79;The AAPS journal;2011;13;3;336;346;"Kaushal, N.; Robson, M. J.; Vinnakota, H.; Narayanan, S.; Avery, B. A.; McCurdy, C. R.; Matsumoto, R. R.,";Synthesis and pharmacological evaluation of 6-acetyl-3-(4-(4-(4-fluorophenyl)piperazin-1-yl)butyl)benzo[d]oxazol-2(3H)-one (SN79), a cocaine antagonist, in rodents.;Ki;=>;1000000;Ki;=;606;=>;1650165017;US2014/0328755;SN79;;;Affinities of the ligands for sigma-1 sites were determined in rat brain homogenates using 5 nM [3H](+)-pentazocine;Affinities of the ligands for sigma-2 sites were determined in rat brain homogenates using 3 nm [3H]DTG in the presence of (+)pentazocine 300 nM;HCl salt;Cl.CC(=O)C1=CC=C2N(CCCCN3CCN(CC3)C3=CC=C(F)C=C3)C(=O)OC2=C1;WO2009026227 SN-79 US 2010/0329978 Synapse 2014, 68, 73-84 US2014/0328755 SN79
S2RSLDB383;CHEMBL456437;C1C[C@@H](CC[C@H]1N1CCN(CC1)C1=NC=CC=C1)C1=CC=CC=C1;Ki;=;104;Ki;=;269;=;3866171004;587281059;6982966661;757024772;453;869;322;1937;3214592;0;3;51;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates without cerebellum incubated with [3H](+)-pentazocine (34 Ci/mmol);Ki values for sigma-2 receptors were measured on rat liver membranes using [3H]-DTG (30 Ci/mmol) as the radioligand in the presence of 1 μM (+)-pentazocine;2xHCl Salt;Cl.Cl.C1C[C@@H](CC[C@H]1N1CCN(CC1)C1=NC=CC=C1)C1=CC=CC=C1;Single assessment;;;0;235;39;1;0;892704;655;3172704;J Med Chem 2008, 51, 7523-31;trans-29;Journal of medicinal chemistry;2008;51;23;7523;7531;"Berardi, F.; Abate, C.; Ferorelli, S.; de Robertis, A. F.; Leopoldo, M.; Colabufo, N. A.; Niso, M.; Perrone, R.,";Novel 4-(4-aryl)cyclohexyl-1-(2-pyridyl)piperazines as Delta(8)-Delta(7) sterol isomerase (emopamil binding protein) selective ligands with antiproliferative activity.;;;;;;;;;;;;;;;;;
S2RSLDB384;;COC1=C(NC(=O)OC2CC3CCCC(C2)N3CC2=CC=CC=C2)C=CC(=C1)[N+]([O-])=O;Ki;=;211;Ki;=;55;=;3836363636;583919766;7675717545;8259637311;433;802;362;9394;4254776;1;6;58;Binding affinity for sigma-1 receptor measured on guinea pig brain membrane homogenates incubated with [3H](+)-pentazocine;Binding affinity for sigma-2 receptor measured on rat liver membranes homogenates incubated with [3H]DTG in the presence of 0.1 μM (+)-pentazocine;Free base;[H][C@]1(C[C@@H]2CCC[C@H](C1)N2CC1=CC=CC=C1)OC(=O)NC1=C(OC)C=C(C=C1)[N+]([O-])=O;Single assessment;;;0;335;19;75;871798;372612;99;350941;Med Chem Res 2001, 10, 339-355;4k;Medicinal Chemistry Research;2001;10;;339;355;"Mach, R.H.; Yang, B.; Wu, L.; Kuhner, R.J.; Whirrett, B.R.; West, T.";Synthesis and sigma receptor binding affinities of 8-?azabicyclo[3.2.1]?octan-?3α-?yl and 9-?azabicyclo[3.3.1]?nonan-?3α-?yl phenylcarbamates;;;;;;;;;;;;;;;;;
S2RSLDB385;;ICCCCN(CCCN1CCN(CC1)C1CCCCC1)CC(=O)NC1=CC=C(C=C1)C(=O)C1=CC=CC=C1;Ki;=;1715;Ki;=;4471;=;383583091;583859455;6765735876;734959533;614;942;381;5589;6446298;1;5;84;Binding affinity for sigma-1 receptor measured on rat liver membranes homogenates incubated with 10 nM [3H]-(+)-pentazocine (34.8 Ci/mmol);Sigma-2 receptor affinity has been evaluated in RT-4 cell membranes (15 μg protein per reaction) incubated with 10 nM [3H]DTG (58.1 Ci/mmol) in the presence of 100 nM of (+)-Pentazocine in 50 mM Tris-HCl;Free base;ICCCCN(CCCN1CCN(CC1)C1CCCCC1)CC(=O)NC1=CC=C(C=C1)C(=O)C1=CC=CC=C1;Single assessment;;;2;0;95;75;1;0;29;2135;Chembiochem 2012, 13, 2277-89;25;Chembiochem : a European journal of chemical biology;2012;13;15;2277;2289;"Guo, L. W.; Hajipour, A. R.; Karaoglu, K.; Mavlyutov, T. A.; Ruoho, A. E.,";Development of benzophenone-alkyne bifunctional sigma receptor ligands.;;;;;;;;;;;;;;;;;
S2RSLDB386;CHEMBL339712;FC1=CC=C(C=C1)C(=O)CN1C2CCC1CC(C2)C1=CC=CC=C1;Ki;=;28075;Ki;=;7333;=;3828583117;58303808;6551680235;7134718315;436;751;401;2031;3234039;0;2;46;Sigma-1 binding assays were performed on guinea pig brain membranes incubating with [3H]-(+)-pentazocine;The sigma-2 binding assays were carried out in rat liver membranes incubated with [3H]DTG in the presence of 100 nM (+)-pentazocine;HCl Salt;Cl.FC1=CC=C(C=C1)C(=O)CN1C2CCC1CC(C2)C1=CC=CC=C1;Single assessment;;;0;32;0;1;155;8829805;1;32184805;J Med Chem 1997, 40, 3905-14;11;Journal of medicinal chemistry;1997;40;24;3905;3914;"Efange, S. M.; Kamath, A. P.; Khare, A. B.; Kung, M. P.; Mach, R. H.; Parsons, S. M.,";N-hydroxyalkyl derivatives of 3 beta-phenyltropane and 1-methylspiro[1H-indoline-3,4'-piperidine]: vesamicol analogues with affinity for monoamine transporters.;;;;;;;;;;;;;;;;;
S2RSLDB387;CHEMBL2432046;COC1=C(OC)C=C(CNC2C3C4CC5C6CC(C3C46)C25)C=C1;Ki;=;94;Ki;=;25;=;376;575187845;7026872146;7602059991;228;1015;-35;3049;311418;1;3;48;Binding affinity for sigma-1 receptor measured on rat brain homogenates incubated with [3H]-(+)-Pentazocine;Displacement of [3H]-DTG from sigma-2 receptor in rat PC12 cells;HCl salt;Cl.COC1=C(OC)C=C(CNC2C3C4CC5C6CC(C3C46)C25)C=C1;Single assessment;;;0;1;1;75;5245;94291;0;421741;Bioorg Med Chem 2013, 21, 6038-52;9c;Bioorganic & medicinal chemistry;2013;21;19;6038;6052;"Banister, S. D.; Manoli, M.; Barron, M. L.; Werry, E. L.; Kassiou, M.,";N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as sigma receptor ligands with potential neuroprotective effects.;;;;;;;;;;;;;;;;;
S2RSLDB388;CHEMBL294734;C(CSC1CCCCC1)CN1CCC2(CC1)OCC1=CC=CC=C21;IC50;=;96;IC50;=;26;=;3692307692;567297885;9017728767;9585026652;415;92;235;1247;345542;0;2;55;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl;Oxalate;OC(=O)C(O)=O.C(CSC1CCCCC1)CN1CCC2(CC1)OCC1=CC=CC=C21;Single assessment;;;0;425;825;1;0;77229;4;342229;J Med Chem 1995, 38, 2009-17;1n;Journal of medicinal chemistry;1995;38;11;2009;2017;"Moltzen, E. K.; Perregaard, J.; Meier, E.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 2. Spiro-joined benzofuran, isobenzofuran, and benzopyran piperidines.;;;;;;;;;;;;;;;;;
S2RSLDB389;;CCN(CCCCC1=CN(C2=C1C=CC=C2)C1=CC=C(F)C=C1)[C@@H]1CCC2=C1C=CC(OC)=C2OC;Ki;=;126;Ki;=;352;=;3579545455;553827882;6899629455;7453457337;679;987;433;2663;4866202;0;3;71;Affinity for sigma-1 receptor has been evaluated with [3H]-(+)pentazocine in guinea-pig brain membranes without cerebellum;Affinity for sigma-2 receptor has been evaluated with [3H]-DTG in the presence of 1 μM (+)-pentazocine in rat liver membranes;Free base;COC1=C(OC)C2=C([C@H](N(CC)CCCCC3=CN(C4=CC=C(F)C=C4)C5=C3C=CC=C5)CC2)C=C1;Single assessment;Chiral;;1;0;0;1;3315;66899;65;1463399;Eur J Med Chem 2015, 89, 691-700;(-)-R-20;European journal of medicinal chemistry;2015;89;;691;700;"Pati, M. L.; Abate, C.; Contino, M.; Ferorelli, S.; Luisi, R.; Carroccia, L.; Niso, M.; Berardi, F.,";Deconstruction of 6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline moiety to separate P-glycoprotein (P-gp) activity from sigma2 receptor affinity in mixed P-gp/sigma2 receptor agents.;;;;;;;;;;;;;;;;;
S2RSLDB390;CHEMBL60845;FC1=CC=C(C=C1)N1C=C(CCCN2CCC3(CC2)OCC2=C3C=CC=C2)C2=C1C=CC=C2;IC50;=;10;IC50;=;28;=;3571428571;552841969;8;8552841969;541;963;319;174;4405518;0;2;62;Affinity of test compounds to sigma-1 binding sites was estimated by their ability to displace [3H]-(+)-pentazocine from rat brain homogenates minus cerebellum (≈300 μg protein per tube) (see notes);Binding affinity for sigma-2 receptor measured on whole rat brain homogenates, except cerebellum, incubated with [3H]DTG in 50 mM Tris-HCl. It has been concluded that this assay is specific for determination of sigma-2 binding affinity;Oxalate;OC(=O)C(O)=O.FC1=CC=C(C=C1)N1C=C(CCCN2CCC3(CC2)OCC2=C3C=CC=C2)C2=C1C=CC=C2;Single assessment;;;1;0;405;1;0;297241;185;1887241;J Med Chem 1995, 38, 1998-2008;14g;Journal of medicinal chemistry;1995;38;11;1998;2008;"Perregaard, J.; Moltzen, E. K.; Meier, E.; Sanchez, C.,";Sigma ligands with subnanomolar affinity and preference for the sigma 2 binding site. 1. 3-(omega-aminoalkyl)-1H-indoles.;;;;;;;;;;;;;;;;;
S2RSLDB391;CHEMBL480046;COC1=CC=C(CCN2C3CCCC2CC(C3)OC(=O)NC2=C(OC)C=CC(C)=C2)C=C1;Ki;=;4471;Ki;=;1258;=;3554054054;550724029;634959533;6900319359;504;936;308;6003;4385592;1;5;66;Binding affinity for sigma-1 receptor measured on guinea pig brain homogenates incubated with ≈3 nM [3H](+)-pentazocine;Binding affinity for sigma-2 receptor measured on rat liver homogenates incubated with ≈1 nM [3H]RHM-1;HCl salt;Cl.COC1=CC=C(CCN2C3CCCC2CC(C3)OC(=O)NC2=C(OC)C=CC(C)=C2)C=C1;Single assessment;;;1;0;46;75;1;307204;32;2837204;Bioorg Med Chem 2009, 17, 1222-31;11h;Bioorganic & medicinal chemistry;2009;17;3;1222;1231;"Chu, W.; Xu, J.; Zhou, D.; Zhang, F.; Jones, L. A.; Wheeler, K. T.; Mach, R. H.,";New N-substituted 9-azabicyclo[3.3.1]nonan-3α-yl phenylcarbamate analogs as sigma2 receptor ligands: synthesis, in vitro characterization, and evaluation as PET imaging and chemosensitization agents.;;;;;;;;;;;;;;;;;
