Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL41,FLUOXETINE,4.0,309.33,0.0,4.44,Fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Ki,'=',210.0,nM,6.68,,,UO_0000065,21.59,0.41,2.24,31.41,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL191,LOSARTAN,4.0,422.92,0.0,4.27,Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL24,ATENOLOL,4.0,266.34,0.0,0.45,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1515611,BROMISOVALUM,2.0,223.07,0.0,0.6,BROMISOVALUM,CC(C)C(Br)C(=O)NC(N)=O,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,4.0,472.45,0.0,2.01,BETAMETHASONE PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL30,CIMETIDINE,4.0,252.35,0.0,0.6,CIMETIDINE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL42442,OXFENDAZOLE,2.0,315.35,0.0,2.91,OXFENDAZOLE,COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1554,DACTINOMYCIN,4.0,1255.44,,,DACTINOMYCIN,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL91,MICONAZOLE,4.0,416.13,1.0,6.45,MICONAZOLE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL18701,RO-201724,,278.35,0.0,2.1,Ro-201724,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL163,RITONAVIR,4.0,720.96,2.0,5.91,RITONAVIR,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL3104856,,,392.59,0.0,4.8,7a,OCC[C@H]1CN(CC2CCCCC2)CCN1Cc1ccc(-c2ccccc2)cc1,Ki,'=',34.0,nM,7.47,,,UO_0000065,19.02,0.35,2.67,27.96,1,CHEMBL3239228,Displacement of [3H]-(+)-pentazocine from sigma-1 receptor in human RPMI8226 cell membranes after 120 mins by scintillation counting analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,RPMI-8226,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3232783,1,Scientific Literature,J Med Chem,2014.0,CHEMBL3307732,,,
CHEMBL54,HALOPERIDOL,4.0,375.87,0.0,4.43,66,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ki,'=',1.9,nM,8.72,,,UO_0000065,23.2,0.46,4.29,21.51,0,CHEMBL2208718,Inhibition of sigma 1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2203023,1,Scientific Literature,J Med Chem,2011.0,,,,
CHEMBL81360,,,333.25,0.0,1.82,3,O=S(=O)(NCCN1CCCC1)c1ccc(Br)cc1,Ki,'=',6.65,nM,8.18,,,UO_0000065,24.54,0.62,6.36,16.55,0,CHEMBL802057,Inhibition of [3H](+)-pentazocine binding to sigma-1 receptor in guinea pig brain membranes,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131008,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL81389,,,335.27,0.0,2.07,1,CCN(CC)CCNS(=O)(=O)c1ccc(Br)cc1,Ki,'=',10.1,nM,8.0,,,UO_0000065,23.85,0.61,5.93,16.18,0,CHEMBL802057,Inhibition of [3H](+)-pentazocine binding to sigma-1 receptor in guinea pig brain membranes,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131008,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL369133,,,333.48,0.0,4.39,8ab,O=C1CC(CN2CCC(Cc3ccccc3)CC2)Cc2ccccc21,Ratio,'=',3.0,,,,,,,,,,0,CHEMBL832217,Ratio of Ki against Sigma receptor type 1 and 2 ,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139488,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL143648,,,298.43,0.0,2.94,29,CNCCN(C)CCOC(c1ccccc1)c1ccccc1,IC50,'=',231.0,nM,6.64,,,UO_0000065,22.24,0.41,3.7,27.09,0,CHEMBL847751,Binding affinity against sigma receptor using radioligand ([3H](+)-pentazocine) binding assay,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129408,1,Scientific Literature,J Med Chem,1996.0,,,,
CHEMBL60542,(+)-PENTAZOCINE,,285.43,0.0,3.88,(+)-pentazocine,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,Ki,'=',1.7,nM,8.77,,,UO_0000065,30.72,0.57,4.89,37.36,0,CHEMBL801233,Tested for binding affinity against sigma 1 receptor,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127639,1,Scientific Literature,J Med Chem,1994.0,,,,
CHEMBL2093895,,,301.86,0.0,4.09,"(1S, 3R)-(+)5",CN(C)[C@]1(C)Cc2ccccc2[C@@H](c2ccccc2)C1.Cl,IC50,'=',1788.0,nM,5.75,,,UO_0000065,21.66,0.39,1.66,177.4,0,CHEMBL803753,"Binding affinity against sigma receptor from guinea pig brain (minus cerebellum) homogenates, using [3H]ditolylguanidine (DTG) as radioligand.",B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3638233,Cerebellum,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1126782,1,Scientific Literature,J Med Chem,1993.0,,,,
CHEMBL343793,,,293.37,0.0,3.35,25,O=C1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,Ki,'=',21.3,nM,7.67,,,UO_0000065,26.15,0.48,4.32,25.97,0,CHEMBL809836,Sigma opioid receptor type 1 affinity in guinea pig brain by employing [3H](+)-pentazocine as radioligand.,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135809,1,Scientific Literature,J Med Chem,2002.0,,,,
CHEMBL607448,,,390.52,0.0,3.12,(+/-)18,COc1cc(CC(=O)N(C)[C@@H]2CCCC[C@@H]2N2CCCC2)cc(OC)c1OC,IC50,'=',302.0,nM,6.52,,,UO_0000065,16.7,0.32,3.4,12.72,0,CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125016,1,Scientific Literature,J Med Chem,1990.0,,,,
CHEMBL606887,,,306.48,0.0,3.16,(+/-)35,CN(C(=O)Cc1cccs1)[C@H]1CCCC[C@H]1N1CCCC1,IC50,'=',1516.0,nM,5.82,,,UO_0000065,18.99,0.38,2.66,24.71,0,CHEMBL803878,Binding affinity for sigma opioid receptor using [3H](+)-3-PPP as radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125016,1,Scientific Literature,J Med Chem,1990.0,,,,
CHEMBL36491,,,411.57,1.0,5.95,68,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCCCC3)cc12,IC50,'=',72.0,nM,7.14,,,UO_0000065,17.35,0.34,1.19,16.74,0,CHEMBL809885,Potency at the sigma binding site was determined in radioligand,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125448,1,Scientific Literature,J Med Chem,1992.0,,,,
CHEMBL543120,,,372.04,1.0,5.55,53,CCCCCCCCN=C(NC1CCCCC1)NC1CCCCC1.Cl,IC50,'=',237.0,nM,6.62,,,UO_0000065,19.74,0.38,1.08,18.19,0,CHEMBL873129,In vitro inhibitory activity against [3H]- (+)-3-PPP binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990.0,,,,
CHEMBL544532,,,305.8,0.0,2.48,(-)21,Cl.O=C1CC2(CN3CCC2CC3)OC=C1c1ccccc1,Ki,'=',1590.0,nM,5.8,,,UO_0000065,21.53,0.4,3.32,19.63,0,CHEMBL805789,"Binding affinity for sigma receptor using [3H]-(+)-SKF- 10,047",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1127001,1,Scientific Literature,Bioorg Med Chem Lett,1993.0,,,,
CHEMBL75608,,,340.56,0.0,4.84,32,c1ccc2c(c1)CCCC2CCCN1CCN(C2CCCCC2)CC1,Ratio,'=',1.1,,,,,,,,,,0,CHEMBL881475,Binding affinity ratio of sigma 2 receptor to that of sigma 1 receptor,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148440,1,Scientific Literature,J Med Chem,2004.0,,,,
CHEMBL2170073,,,432.35,1.0,5.67,19g,Cc1cc(OCCCCn2ccc3c2CCCC3=O)nn1-c1ccc(Cl)c(Cl)c1,Ki,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL2173634,Displacement of [3H](+)pentazocine from human sigma 1 receptor transfected in HEK293 cell membranes after 120 mins by scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2169838,1,Scientific Literature,J Med Chem,2012.0,CHEMBL3307715,,,
CHEMBL79186,,,351.19,0.0,3.66,16,Cc1ccccc1/N=C(/N)Nc1ccccc1I,IC50,'=',21.0,nM,7.68,,,UO_0000065,21.86,0.58,4.02,15.23,0,CHEMBL804883,In vitro inhibitory activity against [3H]DTG binding to Sigma opioid receptor in guinea pig brain membrane homogenates,B,BAO_0000249,cell membrane format,Cavia porcellus,CHEMBL3638188,Brain,,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1125137,1,Scientific Literature,J Med Chem,1990.0,,,,
CHEMBL138857,,,309.41,0.0,3.73,14h,COC1Cc2ccccc2C2(CCN(c3ccccc3)CC2)O1,Ki,'=',10100.0,nM,5.0,,,UO_0000065,16.15,0.3,1.27,23.02,0,CHEMBL809836,Sigma opioid receptor type 1 affinity in guinea pig brain by employing [3H](+)-pentazocine as radioligand.,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135809,1,Scientific Literature,J Med Chem,2002.0,,,,
CHEMBL147208,,,375.51,0.0,2.68,25,CC(C)(C)OC(=O)NCCC(=O)N1CCN(CCCc2ccccc2)CC1,Ratio,'=',0.02,,,,,,,,,,0,CHEMBL802060,Ratio of Ki value of sigma-1 receptor site to that of sigma-2 receptor site,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131417,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL106186,,,389.46,0.0,2.92,44a,COc1ccccc1N1CCN(Cc2cn3c(O)nc4ccccc4c3n2)CC1,Ki,'=',743.0,nM,6.13,,,UO_0000065,15.74,0.29,3.21,9.27,0,CHEMBL809877,Compound is evaluated for binding affinity towards Sigma receptor using [3H]pentazocine in guinea pig brain,B,BAO_0000019,assay format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131058,1,Scientific Literature,J Med Chem,1998.0,,,,
CHEMBL276784,,,307.48,0.0,4.96,6,c1ccc(CCCCN2CCC(Cc3ccccc3)CC2)cc1,Ki,'=',1.4,nM,8.85,,,UO_0000065,28.79,0.53,3.89,273.27,0,CHEMBL829825,Inhibitory constant against sigma receptor type 1 using 3 nM [3H]pentazocine,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139488,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL276784,,,307.48,0.0,4.96,6,c1ccc(CCCCN2CCC(Cc3ccccc3)CC2)cc1,Ki,'=',0.49,nM,9.31,,,UO_0000065,30.28,0.55,4.35,287.34,0,CHEMBL827427,Inhibitory constant against sigma receptor type 2 using 3 nM [3H]ditolylguanidine,B,BAO_0000357,single protein format,Cavia porcellus,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139488,1,Scientific Literature,J Med Chem,2005.0,,,,
CHEMBL428647,PACLITAXEL,4.0,853.92,2.0,3.74,1a (Paclitaxel),CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL121,ROSIGLITAZONE,4.0,357.44,0.0,2.49,SID26748954,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL121,ROSIGLITAZONE,4.0,357.44,0.0,2.49,SID26748954,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL12131,CLOSANTEL,2.0,663.08,2.0,7.12,CLOSANTEL,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL964,DISULFIRAM,4.0,296.55,0.0,3.62,DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1237,LISINOPRIL ANHYDROUS,4.0,405.5,0.0,1.24,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1201237,LEVOBUNOLOL,4.0,291.39,0.0,2.33,LEVOBUNOLOL,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,Ki,'=',325.0,nM,6.49,,,UO_0000065,22.27,0.42,4.16,11.08,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1503,OMEPRAZOLE,4.0,345.42,0.0,2.9,OMEPRAZOLE,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL184618,FRAMYCETIN,3.0,614.65,3.0,-8.9,NEOMYCIN,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,Ki,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL139835,CYPROTERONE ACETATE,4.0,416.95,0.0,4.61,CYPROTERONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL1201353,DEXCHLORPHENIRAMINE,4.0,274.8,0.0,3.82,DEXCHLORPHENIRAMINE,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,IC50,'=',1658.0,nM,5.78,,,UO_0000065,21.03,0.42,1.96,35.84,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,>,10000.0,nM,,,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),,,,,,0,CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,BAO_0000249,cell membrane format,,,,Jurkat,Membrane,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3307526,,,
CHEMBL20377,,,301.26,0.0,3.56,1 (BD 1008),CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,Ratio,'=',4.0,,,,,,,,,,0,CHEMBL849574,Selectivity and expressed as ratio of sigma 2/sigma 1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL287,Sigma opioid receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133125,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,,,,
