"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4648233";"";"None";"382.24";"1";"5.06";"9";"Cc1nn(-c2ccccc2Cl)c(Cl)c1CNCc1cc(F)cc(F)c1";"Ki";"'='";"985.0";"nM";"6.01";"";"";"UO_0000065";"15.71";"0.33";"0.95";"20.12";"0";"CHEMBL4622426";"Displacement of [3H](+)-DTG from recombinant sigma 2 receptor (unknown origin) expressed in baculovirus infected Sf9 cell membranes after 1.5 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619813";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3308860";"";"";""
"CHEMBL4638486";"";"None";"398.23";"0";"4.63";"8";"FC(F)(F)c1cccc(N2CCC(/N=C/c3ccc(Br)cc3)N2)c1";"Kd";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4622426";"Displacement of [3H](+)-DTG from recombinant sigma 2 receptor (unknown origin) expressed in baculovirus infected Sf9 cell membranes after 1.5 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4619813";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3308860";"";"";""
"CHEMBL4552554";"PF-04475866";"None";"408.22";"0";"3.19";"EUB0000342";"O=C(c1ccc(F)cc1)N1CC(COc2ccc(Br)cc2)(C(=O)O)C1";"Inhibition";"";"-12.24";"%";"";"Outside typical range";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507298";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4476784";"";"None";"379.46";"0";"3.01";"20; ML417";"COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4[nH]3)CC2)cc1";"Ki";"'='";"2750.0";"nM";"5.56";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4406644";"Displacement of [3H]-DTG from sigma 2 receptor (unknown origin) measured after 90 mins by microbeta counting analysis";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";""
"CHEMBL3321791";"";"None";"405.97";"1";"5.48";"20";"OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2CCCSc1cccc(F)c1";"Ki";"'='";"8.128";"nM";"8.09";"";"";"UO_0000065";"19.93";"0.41";"2.61";"34.47";"0";"CHEMBL4390736";"Displacement [3H]-DTG from sigma 2 receptor (unknown origin) expressed in HEK cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390638";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL4577233";"";"None";"379.93";"0";"4.57";"7";"Fc1ccc(SCCCN2CCCN(c3ccc(Cl)cn3)CC2)cc1";"Ki";"'='";"2.239";"nM";"8.65";"";"";"UO_0000065";"22.77";"0.47";"4.08";"44.66";"0";"CHEMBL4390736";"Displacement [3H]-DTG from sigma 2 receptor (unknown origin) expressed in HEK cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390638";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL4516724";"";"None";"342.42";"0";"2.79";"4";"O=C(CCCN1CCCN(c2ncccn2)CC1)c1ccc(F)cc1";"Ki";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"21.61";"0.40";"4.61";"15.00";"0";"CHEMBL4390736";"Displacement [3H]-DTG from sigma 2 receptor (unknown origin) expressed in HEK cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390638";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL4462108";"";"None";"347.87";"0";"4.02";"10";"Fc1ccc(CCCCN2CCN(c3ccc(Cl)cn3)CC2)cc1";"Ki";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"21.18";"0.42";"3.35";"38.03";"0";"CHEMBL4390736";"Displacement [3H]-DTG from sigma 2 receptor (unknown origin) expressed in HEK cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4390638";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL4588900";"BI 1230";"None";"816.98";"3";"6.14";"EUB0001182";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)CC5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(=O)C(C)C)n3)nc2c1C";"Inhibition";"";"28.01";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507284";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL3358954";"BI 653048";"1.0";"515.53";"1";"3.80";"EUB0000314";"CCS(=O)(=O)c1cc2cc(C[C@](O)(CC(C)(C)c3ccc(F)cc3C(N)=O)C(F)(F)F)[nH]c2cn1";"Inhibition";"";"9.04";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507277";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL1834199";"BI 99990";"None";"391.47";"0";"4.15";"EUB0000738";"CCC(=O)N[C@@H]1CC[C@H](C(=O)N(C)c2ccc(-c3nc4ccccc4o3)cc2)C1";"Ki";"";"398.11";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507280";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"";"";""
"CHEMBL561132";"MK-7246";"1.0";"416.47";"0";"3.04";"EUB0000297";"CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1";"Inhibition";"";"-9.727";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507290";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL5075741";"";"None";"529.56";"2";"7.62";"20";"CC(=O)N1C[C@@H]2C[C@H]1C[C@H]2c1ccc(-c2cc(C(=O)O)cc3cc(-c4ccc(C(F)(F)F)cc4)ccc23)cc1";"Ki";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"10.89";"0.20";"-1.85";"10.01";"0";"CHEMBL5045598";"Inhibition of sigma 2 receptor (unknown origin) assessed as binding constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5042543";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"ANTAGONIST";""
"CHEMBL5074765";"";"None";"487.52";"1";"7.36";"16";"O=C(O)c1cc(-c2ccc([C@@H]3C[C@@H]4C[C@H]3CN4)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1";"Ki";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"12.14";"0.22";"-1.44";"12.00";"0";"CHEMBL5045598";"Inhibition of sigma 2 receptor (unknown origin) assessed as binding constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5042543";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"ANTAGONIST";""
"CHEMBL1215855";"";"None";"310.44";"0";"3.94";"Ibogaine";"CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CC[N@@](C2)[C@@H]13";"Ki";"'='";"90.4";"nM";"7.04";"";"";"UO_0000065";"22.69";"0.42";"3.10";"24.93";"0";"CHEMBL4148656";"Binding affinity to sigma-2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145543";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL5182943";"";"None";"392.86";"0";"3.57";"107";"COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(F)cc32)cc1OC.Cl";"Ki";"'='";"2328.0";"nM";"5.63";"";"";"UO_0000065";"15.81";"0.30";"2.06";"10.15";"0";"CHEMBL5135871";"Binding affinity to sigma 2 receptor (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5131517";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"AGONIST";""
"CHEMBL5170784";"";"None";"328.80";"0";"3.77";"93";"COc1ccc(C2NCCc3c2[nH]c2ccc(Cl)cc32)c(O)c1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5135872";"Inhibition of sigma 2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5131517";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"";""
"CHEMBL5207529";"";"None";"409.31";"0";"4.08";"106";"COc1cc(OC)c(C2NCCc3c2[nH]c2ccc(Cl)cc32)cc1OC.Cl";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5135872";"Inhibition of sigma 2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5131517";"1";"Scientific Literature";"ACS Med Chem Lett";"2022";"None";"";"";""
"CHEMBL4531205";"";"None";"205.26";"0";"1.62";"(+/-)-4d";"C[C@@]12COc3cc(O)ccc3[C@@H]1CCN2";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"29.23";"0.55";"4.38";"14.46";"0";"CHEMBL4308647";"Displacement of [3H]-Pentazocine from human recombinant sigma2 receptor expressed in HEKT cells after 90 mins by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4304834";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";""
"CHEMBL4447975";"";"None";"249.31";"0";"1.93";"(+/-)-4j";"COc1cc(OC)c2c(c1)OC[C@@]1(C)NCC[C@@H]21";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4308647";"Displacement of [3H]-Pentazocine from human recombinant sigma2 receptor expressed in HEKT cells after 90 mins by microbeta scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4304834";"1";"Scientific Literature";"ACS Med Chem Lett";"2019";"None";"";"";""
"CHEMBL3697701";"A-079";"None";"207.25";"0";"3.47";"EUB0000308";"CCC(=N\O)/C(C)=C/c1ccc(F)cc1";"Inhibition";"";"22.65";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507256";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4084419";"";"None";"302.38";"0";"1.55";"EUB0000587";"CCNC(=O)c1cc2c(N3CCOC[C@@H]3C)ccnc2n1C";"Inhibition";"";"30.4";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507271";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL332794";"A-192621";"None";"558.68";"2";"5.81";"EUB0000350";"CCCOc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)CN2CC(=O)Nc2c(CC)cccc2CC)cc1";"Inhibition";"";"-7.1";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507261";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL61479";"SIRAMESINE";"2.0";"454.59";"1";"6.61";"Siramesine";"Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1";"Ki";"'='";"12.6";"nM";"7.90";"";"";"UO_0000065";"17.38";"0.32";"1.29";"45.40";"1";"CHEMBL5251993";"Binding affinity to sigma 2 receptor (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247658";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"BINDING AGENT";""
"CHEMBL4535474";"BAY-293";"None";"448.59";"1";"5.58";"EUB0000320";"CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1";"Inhibition";"";"94.79";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4880066";"GPCRScan assay: inhibition of Sigma 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"Parental cells: HEKT | PMID: 28495085/28559337/27042935 | Protein length: full-length | Radioligand conc. used [nM]: 5.0 | Radioligand Kd None 27.93 nM | Radioligand name: [3H]-DTG | Radioligand pKd None 7.55 None | Radioligand pKd ± SEM None 0.18 None | Reference ligand: Haloperidol | Reference ligand Ki None 15.87 nM | Reference ligand pKi None 7.8 None | Reference ligand pKi  ± SEM None 0.04 None";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4507273";"54";"Donated Chemical Probes - SGC Frankfurt";"";"2021";"None";"Compound concentration None 10.0 µM";"";""
"CHEMBL4799971";"";"None";"298.43";"0";"3.38";"10";"Cn1nc(CN2CCCC2)nc1-c1ccc(C(C)(C)C)cc1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4775636";"Displacement of [3H]-DTG from sigma-2 receptor in human Jurkat cell membrane incubated for 1 hr by liquid scintillation counting method";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"Jurkat";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765482";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";""
"CHEMBL4741458";"";"None";"349.44";"0";"1.58";"NUCC-0201130";"N#Cc1ccc(CCNC2CCc3nn4c(c3C2)C(=O)NCCC4)cc1";"Ki";"'<'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4679829";"Binding affinity to sigma 2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673399";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"";"MODULATOR";""
"CHEMBL4744466";"";"None";"501.62";"1";"4.85";"15";"COc1cc2c(cc1OC)CN(CCCCCC(=O)c1c(C)c(OC)c(OC)c(OC)c1OC)CC2";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4733425";"Antagonist activity at sigma 2 receptor in human MCF7 cells assessed as reduction in intracellular calcium release at 30 uM incubated for 3 hrs by Fluo-3 AM dye based confocal laser scanning microscopy";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4732061";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"Dose = 30.0 microM | TIME = 3.0 hr";"ANTAGONIST";""
"CHEMBL5288366";"";"None";"433.93";"0";"4.61";"24b";"Cc1c(Cl)cccc1NC(=O)CN1CCC2(CCCN2Cc2ccc(F)c(F)c2)C1";"Ki";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"16.98";"0.34";"2.76";"20.70";"0";"CHEMBL5250275";"Displacement of [3H]DTG from sigma-2 receptor in HEK293 cell membrane assessed as inhibition constant";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5247621";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"BINDING AGENT";""
"CHEMBL190461";"CANNABIDIOL";"4.0";"314.47";"1";"5.85";"CBD";"C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O";"Ki";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"17.39";"0.32";"-0.38";"13.52";"0";"CHEMBL4687697";"Inhibition of sigma2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680278";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";""
"CHEMBL4088272";"";"None";"282.39";"0";"4.15";"PD-144418";"CCCN1CCC=C(c2cc(-c3ccc(C)cc3)no2)C1";"Ki";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"21.60";"0.40";"1.95";"20.84";"0";"CHEMBL4303093";"Displacement of [3H]-DTG from the Sigma2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4303773";"52";"SARS-CoV-2 Screening Data 2020-21";"Nature";"2020";"None";"";"";""
"CHEMBL4069507";"";"None";"435.49";"1";"5.76";"10a";"O=[N+]([O-])c1ccc(NCCCCN2CCC(Cc3ccccc3)CC2)cc1C(F)(F)F";"Ki";"'='";"8.4";"nM";"8.08";"";"";"UO_0000065";"18.54";"0.36";"2.32";"13.83";"0";"CHEMBL4022868";"Displacement of [3H]-DTG from sigma 2 receptor (unknown origin) after 120 mins by liquid scintillation counting method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020818";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";""
"CHEMBL5202456";"";"None";"352.37";"0";"1.83";"12fR";"Fc1ccc(CN2C[C@@H]3[C@@H](C2)OCc2c(-c4ncccn4)nnn23)cc1";"Inhibition";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5097446";"Displacement of [3H]-1,3-di-O-tolylguanidine from human sigma 2 receptor/TMEM97 transfected in sigma 1 receptor knockout HEK293 cell membranes at 10 uM measured after 120 mins by liquid scintillation counting analysis relative to control";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"HEK293";"Cell membrane";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5096172";"1";"Scientific Literature";"J Med Chem";"2021";"None";"Dose = 10.0 microM | TIME = 2.0 hr";"";""
"CHEMBL4645160";"";"None";"473.66";"1";"5.66";"(Z)-7";"C[C@]1(c2ccccc2)SC[C@@H](CN2CCC(Cc3ccccc3)CC2)S1.O=C(O)C(=O)O";"Ki";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"18.43";"0.37";"1.41";"218.23";"0";"CHEMBL4616323";"Displacement of [3H]-ditolylguanidine from human Sigma 2 receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4105907";"Sigma intracellular receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4613319";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";""
